duration,pdays,previous,poutcome,emp.var.rate,euribor3m,nr.employed
122.0,0.0,1.0,1.0,-0.1,4.153,5195.8
127.0,0.0,0.0,0.0,1.4,4.967,5228.1
181.0,0.0,0.0,0.0,1.4,4.96,5228.1
223.0,0.0,0.0,0.0,-0.1,4.076,5195.8
34.0,0.0,0.0,0.0,1.4,4.964,5228.1
554.0,0.0,0.0,0.0,-1.8,1.259,5099.1
80.0,0.0,0.0,0.0,1.4,4.963,5228.1
71.0,0.0,0.0,0.0,-2.9,1.266,5076.2
141.0,0.0,0.0,0.0,-0.1,4.076,5195.8
348.0,0.0,0.0,0.0,1.4,4.966,5228.1
127.0,0.0,0.0,0.0,-1.8,1.365,5099.1
45.0,0.0,0.0,0.0,1.4,4.959,5228.1
212.0,0.0,0.0,0.0,1.4,4.961,5228.1
56.0,0.0,0.0,0.0,-0.1,4.12,5195.8
314.0,0.0,0.0,0.0,1.1,4.855,5191.0
1060.0,0.0,0.0,0.0,1.4,4.963,5228.1
320.0,0.0,0.0,0.0,-2.9,0.884,5076.2
238.0,0.0,0.0,0.0,1.1,4.856,5191.0
428.0,0.0,0.0,0.0,-1.8,1.313,5099.1
115.0,0.0,0.0,0.0,1.4,4.961,5228.1
22.0,0.0,0.0,0.0,-1.8,1.291,5099.1
189.0,0.0,0.0,0.0,1.1,4.857,5191.0
171.0,0.0,0.0,0.0,1.1,4.86,5191.0
35.0,0.0,0.0,0.0,1.1,4.864,5191.0
740.0,0.0,0.0,0.0,-0.1,4.12,5195.8
251.0,12.0,4.0,2.0,-1.1,0.883,4963.6
215.0,0.0,0.0,0.0,1.4,4.964,5228.1
60.0,0.0,0.0,0.0,1.1,4.856,5191.0
275.0,0.0,0.0,0.0,-2.9,1.268,5076.2
147.0,0.0,0.0,0.0,1.1,4.859,5191.0
131.0,0.0,0.0,0.0,-1.8,1.266,5099.1
682.0,0.0,0.0,0.0,1.4,4.962,5228.1
250.0,0.0,0.0,0.0,-1.8,1.41,5099.1
588.0,0.0,0.0,0.0,1.1,4.858,5191.0
129.0,0.0,0.0,0.0,1.1,4.86,5191.0
1388.0,0.0,1.0,1.0,-1.8,1.291,5099.1
326.0,0.0,0.0,0.0,-2.9,0.869,5076.2
73.0,0.0,0.0,0.0,-0.1,4.076,5195.8
63.0,0.0,0.0,0.0,1.4,4.961,5228.1
365.0,0.0,0.0,0.0,-3.4,0.714,5017.5
473.0,0.0,0.0,0.0,1.4,4.966,5228.1
199.0,0.0,0.0,0.0,1.4,4.957,5228.1
43.0,0.0,1.0,1.0,-1.8,1.453,5099.1
638.0,0.0,0.0,0.0,1.4,4.961,5228.1
272.0,0.0,0.0,0.0,1.4,4.864,5228.1
526.0,0.0,1.0,1.0,-1.8,1.365,5099.1
173.0,0.0,0.0,0.0,-1.8,1.299,5099.1
278.0,0.0,0.0,0.0,-1.1,0.942,4963.6
187.0,12.0,1.0,2.0,-1.8,1.27,5099.1
24.0,0.0,2.0,1.0,-1.8,1.405,5099.1
6.0,0.0,0.0,0.0,-1.7,0.895,4991.6
188.0,0.0,0.0,0.0,1.4,4.957,5228.1
66.0,0.0,0.0,0.0,-1.8,1.25,5099.1
239.0,0.0,0.0,0.0,-1.8,1.334,5099.1
785.0,0.0,0.0,0.0,1.1,4.857,5191.0
96.0,0.0,0.0,0.0,-1.8,1.281,5099.1
85.0,0.0,0.0,0.0,1.4,4.968,5228.1
196.0,0.0,0.0,0.0,-1.8,1.244,5099.1
286.0,0.0,0.0,0.0,1.4,4.963,5228.1
291.0,0.0,0.0,0.0,1.1,4.858,5191.0
261.0,0.0,0.0,0.0,-1.8,1.25,5099.1
269.0,0.0,0.0,0.0,-2.9,1.26,5076.2
201.0,4.0,3.0,1.0,-3.4,0.74,5017.5
379.0,0.0,0.0,0.0,1.4,4.962,5228.1
222.0,1.0,2.0,2.0,-1.7,0.903,4991.6
23.0,0.0,0.0,0.0,-0.1,4.663,5195.8
117.0,0.0,0.0,0.0,1.4,4.961,5228.1
202.0,0.0,0.0,0.0,-3.4,0.714,5017.5
268.0,0.0,0.0,0.0,1.1,4.858,5191.0
151.0,0.0,0.0,0.0,-0.1,4.12,5195.8
236.0,0.0,1.0,1.0,-1.8,1.435,5099.1
953.0,0.0,0.0,0.0,1.4,4.864,5228.1
113.0,0.0,0.0,0.0,-1.8,1.291,5099.1
35.0,0.0,0.0,0.0,1.1,4.858,5191.0
164.0,0.0,0.0,0.0,1.4,4.961,5228.1
110.0,0.0,0.0,0.0,-1.8,1.244,5099.1
70.0,0.0,0.0,0.0,1.4,4.961,5228.1
534.0,0.0,0.0,0.0,1.4,4.968,5228.1
800.0,0.0,0.0,0.0,-0.1,4.12,5195.8
89.0,0.0,0.0,0.0,1.1,4.859,5191.0
272.0,0.0,0.0,0.0,1.4,4.962,5228.1
61.0,0.0,0.0,0.0,1.4,4.866,5228.1
174.0,0.0,0.0,0.0,1.4,4.959,5228.1
103.0,0.0,0.0,0.0,1.1,4.86,5191.0
130.0,0.0,0.0,0.0,-1.8,1.313,5099.1
697.0,0.0,0.0,0.0,1.1,4.86,5191.0
189.0,0.0,1.0,1.0,-1.8,1.365,5099.1
297.0,12.0,2.0,2.0,-1.8,1.365,5099.1
183.0,0.0,0.0,0.0,1.4,4.962,5228.1
1357.0,0.0,0.0,0.0,1.4,4.967,5228.1
90.0,0.0,0.0,0.0,1.4,4.962,5228.1
102.0,0.0,0.0,0.0,1.1,4.858,5191.0
903.0,0.0,1.0,1.0,-0.1,4.021,5195.8
31.0,0.0,0.0,0.0,1.4,4.968,5228.1
315.0,0.0,0.0,0.0,-2.9,1.018,5076.2
113.0,0.0,1.0,1.0,-1.8,1.405,5099.1
25.0,0.0,0.0,0.0,1.4,4.958,5228.1
202.0,0.0,0.0,0.0,1.1,4.856,5191.0
191.0,0.0,0.0,0.0,1.1,4.859,5191.0
83.0,0.0,0.0,0.0,1.4,4.963,5228.1
150.0,0.0,0.0,0.0,-0.1,4.592,5195.8
209.0,0.0,0.0,0.0,1.4,4.965,5228.1
74.0,0.0,1.0,1.0,-1.8,1.479,5099.1
162.0,0.0,0.0,0.0,1.4,4.961,5228.1
92.0,0.0,0.0,0.0,-2.9,0.849,5076.2
149.0,0.0,0.0,0.0,1.1,4.857,5191.0
112.0,0.0,0.0,0.0,-1.8,1.291,5099.1
90.0,0.0,0.0,0.0,1.4,4.958,5228.1
271.0,0.0,0.0,0.0,1.1,4.857,5191.0
255.0,3.0,2.0,2.0,-1.8,0.637,5008.7
461.0,0.0,0.0,0.0,1.1,4.857,5191.0
112.0,0.0,0.0,0.0,1.1,4.857,5191.0
173.0,0.0,0.0,0.0,1.4,4.962,5228.1
171.0,0.0,0.0,0.0,1.4,4.958,5228.1
33.0,0.0,0.0,0.0,1.4,4.967,5228.1
660.0,0.0,0.0,0.0,-1.8,1.479,5099.1
59.0,0.0,0.0,0.0,-1.8,1.25,5099.1
305.0,0.0,0.0,0.0,-1.8,1.264,5099.1
154.0,0.0,0.0,0.0,1.1,4.857,5191.0
192.0,0.0,1.0,1.0,-3.4,0.714,5017.5
110.0,0.0,0.0,0.0,-0.1,4.153,5195.8
90.0,0.0,0.0,0.0,1.4,4.965,5228.1
141.0,0.0,0.0,0.0,1.4,4.959,5228.1
393.0,0.0,0.0,0.0,1.4,4.963,5228.1
18.0,0.0,0.0,0.0,1.4,4.968,5228.1
384.0,0.0,0.0,0.0,1.1,4.855,5191.0
347.0,0.0,0.0,0.0,-2.9,0.873,5076.2
278.0,0.0,0.0,0.0,-0.1,4.076,5195.8
240.0,0.0,0.0,0.0,1.4,4.866,5228.1
107.0,0.0,0.0,0.0,1.4,4.96,5228.1
209.0,0.0,0.0,0.0,-2.9,1.26,5076.2
26.0,0.0,1.0,1.0,-1.8,1.405,5099.1
224.0,0.0,0.0,0.0,1.1,4.855,5191.0
260.0,0.0,0.0,0.0,-2.9,0.869,5076.2
417.0,0.0,0.0,0.0,1.4,4.962,5228.1
375.0,0.0,2.0,1.0,-1.1,0.972,4963.6
41.0,0.0,0.0,0.0,-1.8,1.365,5099.1
156.0,0.0,0.0,0.0,1.4,4.963,5228.1
140.0,0.0,0.0,0.0,1.4,4.961,5228.1
444.0,0.0,0.0,0.0,-1.8,1.392,5099.1
168.0,0.0,0.0,0.0,1.4,4.96,5228.1
223.0,0.0,0.0,0.0,1.4,4.963,5228.1
110.0,0.0,0.0,0.0,-1.8,1.405,5099.1
67.0,0.0,0.0,0.0,1.1,4.855,5191.0
152.0,0.0,0.0,0.0,-0.1,4.153,5195.8
1488.0,0.0,0.0,0.0,1.4,4.97,5228.1
62.0,0.0,1.0,1.0,-1.8,1.327,5099.1
462.0,0.0,0.0,0.0,-3.4,0.752,5017.5
109.0,0.0,0.0,0.0,-1.8,1.264,5099.1
166.0,0.0,1.0,1.0,-1.8,1.281,5099.1
410.0,0.0,0.0,0.0,-1.8,1.244,5099.1
305.0,0.0,0.0,0.0,-0.1,4.076,5195.8
679.0,0.0,0.0,0.0,-1.1,0.879,4963.6
614.0,0.0,0.0,0.0,-1.8,1.291,5099.1
291.0,0.0,0.0,0.0,1.4,4.958,5228.1
81.0,0.0,0.0,0.0,-0.1,4.153,5195.8
107.0,0.0,1.0,1.0,-1.8,1.266,5099.1
257.0,3.0,1.0,2.0,-2.9,1.281,5076.2
253.0,0.0,0.0,0.0,1.1,4.857,5191.0
202.0,0.0,0.0,0.0,1.1,4.856,5191.0
103.0,0.0,0.0,0.0,1.4,4.96,5228.1
62.0,0.0,0.0,0.0,1.4,4.964,5228.1
302.0,0.0,1.0,1.0,-1.8,1.41,5099.1
575.0,0.0,0.0,0.0,-0.1,4.12,5195.8
263.0,0.0,0.0,0.0,1.4,4.962,5228.1
638.0,0.0,0.0,0.0,1.4,4.963,5228.1
331.0,0.0,0.0,0.0,-3.4,0.809,5017.5
241.0,0.0,0.0,0.0,1.4,4.959,5228.1
182.0,0.0,0.0,0.0,-3.4,0.797,5017.5
126.0,0.0,0.0,0.0,1.1,4.857,5191.0
256.0,0.0,0.0,0.0,1.1,4.864,5191.0
830.0,0.0,1.0,1.0,-1.8,1.25,5099.1
1395.0,0.0,0.0,0.0,1.4,4.96,5228.1
46.0,0.0,0.0,0.0,1.4,4.962,5228.1
200.0,0.0,0.0,0.0,1.4,4.97,5228.1
163.0,0.0,0.0,0.0,1.4,4.962,5228.1
289.0,0.0,0.0,0.0,-0.1,4.12,5195.8
354.0,0.0,0.0,0.0,-1.8,1.25,5099.1
769.0,0.0,0.0,0.0,1.4,4.96,5228.1
133.0,0.0,0.0,0.0,1.4,4.962,5228.1
143.0,0.0,0.0,0.0,1.4,4.963,5228.1
463.0,0.0,0.0,0.0,-0.1,4.076,5195.8
733.0,0.0,0.0,0.0,1.1,4.86,5191.0
51.0,0.0,1.0,1.0,-0.1,4.153,5195.8
349.0,0.0,0.0,0.0,-1.8,1.483,5099.1
97.0,0.0,0.0,0.0,1.4,4.965,5228.1
409.0,0.0,0.0,0.0,-1.8,1.344,5099.1
304.0,0.0,0.0,0.0,-0.1,4.12,5195.8
138.0,0.0,0.0,0.0,1.1,4.857,5191.0
271.0,0.0,0.0,0.0,1.1,4.856,5191.0
562.0,3.0,3.0,2.0,-1.7,0.905,4991.6
432.0,0.0,0.0,0.0,1.4,4.967,5228.1
54.0,0.0,1.0,1.0,-1.8,1.334,5099.1
706.0,0.0,0.0,0.0,1.4,4.959,5228.1
166.0,0.0,1.0,1.0,-0.1,4.153,5195.8
696.0,0.0,1.0,1.0,-1.8,1.344,5099.1
377.0,0.0,0.0,0.0,1.4,4.967,5228.1
65.0,0.0,1.0,1.0,-0.1,4.191,5195.8
491.0,0.0,0.0,0.0,1.4,4.962,5228.1
78.0,0.0,1.0,1.0,-1.8,1.291,5099.1
679.0,0.0,0.0,0.0,1.4,4.97,5228.1
222.0,0.0,0.0,0.0,1.1,4.856,5191.0
275.0,0.0,0.0,0.0,-1.8,1.327,5099.1
105.0,0.0,0.0,0.0,-0.1,4.076,5195.8
77.0,0.0,0.0,0.0,1.4,4.965,5228.1
134.0,0.0,0.0,0.0,-1.8,1.415,5099.1
1180.0,0.0,0.0,0.0,-1.8,1.266,5099.1
41.0,0.0,0.0,0.0,1.4,4.962,5228.1
1076.0,0.0,0.0,0.0,1.4,4.962,5228.1
57.0,0.0,0.0,0.0,-1.8,1.405,5099.1
32.0,0.0,0.0,0.0,1.4,4.961,5228.1
34.0,0.0,0.0,0.0,1.1,4.858,5191.0
214.0,0.0,0.0,0.0,1.4,4.965,5228.1
80.0,0.0,0.0,0.0,1.4,4.966,5228.1
82.0,0.0,0.0,0.0,1.4,4.963,5228.1
151.0,0.0,0.0,0.0,1.4,4.962,5228.1
1461.0,0.0,0.0,0.0,1.1,4.855,5191.0
271.0,0.0,0.0,0.0,-0.1,4.153,5195.8
242.0,0.0,0.0,0.0,-1.8,1.291,5099.1
781.0,0.0,0.0,0.0,1.4,4.966,5228.1
78.0,0.0,1.0,1.0,-1.8,1.299,5099.1
98.0,0.0,0.0,0.0,-3.4,0.739,5017.5
166.0,0.0,0.0,0.0,1.4,4.963,5228.1
127.0,0.0,0.0,0.0,1.4,4.958,5228.1
78.0,0.0,0.0,0.0,1.4,4.96,5228.1
536.0,0.0,0.0,0.0,1.4,4.962,5228.1
109.0,0.0,0.0,0.0,1.4,4.962,5228.1
73.0,0.0,0.0,0.0,1.4,4.963,5228.1
98.0,0.0,0.0,0.0,-0.1,4.733,5195.8
138.0,0.0,0.0,0.0,-2.9,0.884,5076.2
303.0,0.0,0.0,0.0,-0.1,4.12,5195.8
277.0,0.0,1.0,1.0,-1.8,1.479,5099.1
126.0,3.0,2.0,2.0,-2.9,0.849,5076.2
316.0,0.0,0.0,0.0,1.4,4.964,5228.1
285.0,0.0,0.0,0.0,1.1,4.86,5191.0
150.0,0.0,0.0,0.0,1.4,4.865,5228.1
186.0,0.0,0.0,0.0,-1.8,1.25,5099.1
411.0,0.0,0.0,0.0,-2.9,1.26,5076.2
412.0,0.0,0.0,0.0,1.1,4.858,5191.0
127.0,0.0,0.0,0.0,1.4,4.962,5228.1
98.0,0.0,0.0,0.0,1.4,4.963,5228.1
36.0,0.0,0.0,0.0,1.4,4.968,5228.1
467.0,0.0,0.0,0.0,1.1,4.857,5191.0
351.0,0.0,0.0,0.0,1.4,4.957,5228.1
199.0,0.0,0.0,0.0,-3.4,0.797,5017.5
40.0,0.0,0.0,0.0,1.4,4.965,5228.1
216.0,0.0,0.0,0.0,1.4,4.96,5228.1
311.0,0.0,0.0,0.0,-1.8,1.313,5099.1
27.0,0.0,0.0,0.0,1.1,4.855,5191.0
297.0,0.0,0.0,0.0,1.1,4.859,5191.0
400.0,3.0,1.0,2.0,-1.8,0.683,5008.7
29.0,0.0,0.0,0.0,1.4,4.963,5228.1
60.0,0.0,0.0,0.0,1.4,4.968,5228.1
308.0,0.0,0.0,0.0,1.4,4.962,5228.1
147.0,0.0,0.0,0.0,1.1,4.857,5191.0
322.0,0.0,0.0,0.0,-0.1,4.021,5195.8
76.0,0.0,0.0,0.0,1.4,4.964,5228.1
345.0,0.0,0.0,0.0,1.1,4.856,5191.0
116.0,0.0,0.0,0.0,-1.8,1.556,5099.1
102.0,0.0,0.0,0.0,1.1,4.859,5191.0
197.0,0.0,0.0,0.0,-1.8,1.266,5099.1
370.0,0.0,0.0,0.0,-1.8,1.365,5099.1
195.0,0.0,0.0,0.0,-1.8,1.344,5099.1
492.0,0.0,2.0,1.0,-1.7,0.904,4991.6
31.0,0.0,0.0,0.0,1.1,4.855,5191.0
41.0,0.0,0.0,0.0,-0.1,4.021,5195.8
82.0,0.0,0.0,0.0,1.4,4.962,5228.1
13.0,0.0,1.0,1.0,-0.1,4.021,5195.8
543.0,0.0,0.0,0.0,-0.1,4.153,5195.8
384.0,0.0,0.0,0.0,1.1,4.86,5191.0
199.0,0.0,0.0,0.0,1.4,4.963,5228.1
482.0,0.0,0.0,0.0,-1.8,1.266,5099.1
50.0,0.0,0.0,0.0,1.4,4.962,5228.1
177.0,0.0,0.0,0.0,1.1,4.856,5191.0
708.0,0.0,0.0,0.0,-0.1,4.153,5195.8
201.0,0.0,1.0,1.0,-0.1,4.153,5195.8
499.0,0.0,0.0,0.0,-1.8,1.405,5099.1
165.0,0.0,0.0,0.0,1.1,4.86,5191.0
115.0,0.0,0.0,0.0,-2.9,0.821,5076.2
17.0,0.0,1.0,1.0,-1.8,1.244,5099.1
592.0,0.0,0.0,0.0,1.1,4.856,5191.0
232.0,0.0,0.0,0.0,1.4,4.961,5228.1
93.0,0.0,0.0,0.0,-1.8,1.405,5099.1
106.0,0.0,0.0,0.0,-1.8,1.405,5099.1
310.0,0.0,0.0,0.0,1.4,4.963,5228.1
243.0,0.0,0.0,0.0,1.1,4.858,5191.0
70.0,0.0,0.0,0.0,1.4,4.962,5228.1
360.0,0.0,0.0,0.0,1.4,4.964,5228.1
52.0,0.0,0.0,0.0,1.1,4.858,5191.0
71.0,0.0,0.0,0.0,-0.1,4.153,5195.8
269.0,0.0,0.0,0.0,-1.8,1.327,5099.1
676.0,0.0,0.0,0.0,1.4,4.962,5228.1
418.0,0.0,0.0,0.0,-1.8,1.405,5099.1
239.0,0.0,0.0,0.0,-1.8,1.244,5099.1
338.0,0.0,0.0,0.0,-2.9,0.854,5076.2
211.0,0.0,0.0,0.0,1.1,4.859,5191.0
357.0,0.0,0.0,0.0,1.4,4.962,5228.1
55.0,0.0,0.0,0.0,1.4,4.965,5228.1
260.0,0.0,0.0,0.0,1.1,4.858,5191.0
267.0,0.0,0.0,0.0,1.4,4.96,5228.1
144.0,0.0,0.0,0.0,1.1,4.859,5191.0
83.0,0.0,1.0,1.0,-0.1,4.153,5195.8
273.0,0.0,0.0,0.0,1.4,4.965,5228.1
61.0,0.0,0.0,0.0,1.1,4.857,5191.0
344.0,0.0,0.0,0.0,-1.7,0.729,4991.6
507.0,0.0,0.0,0.0,1.4,4.966,5228.1
25.0,0.0,0.0,0.0,1.4,4.959,5228.1
42.0,0.0,0.0,0.0,1.4,4.962,5228.1
231.0,0.0,0.0,0.0,1.4,4.958,5228.1
123.0,0.0,0.0,0.0,1.4,4.963,5228.1
134.0,10.0,2.0,1.0,-3.4,0.714,5017.5
259.0,0.0,0.0,0.0,-1.8,1.291,5099.1
326.0,0.0,0.0,0.0,-1.1,1.049,4963.6
173.0,0.0,0.0,0.0,1.1,4.858,5191.0
85.0,0.0,0.0,0.0,-3.4,0.724,5017.5
238.0,0.0,0.0,0.0,1.1,4.856,5191.0
344.0,0.0,0.0,0.0,1.4,4.961,5228.1
192.0,0.0,0.0,0.0,-0.1,4.191,5195.8
86.0,0.0,0.0,0.0,1.4,4.962,5228.1
170.0,0.0,0.0,0.0,1.1,4.857,5191.0
121.0,0.0,0.0,0.0,1.1,4.857,5191.0
171.0,0.0,0.0,0.0,1.1,4.858,5191.0
122.0,0.0,0.0,0.0,1.4,4.963,5228.1
163.0,0.0,0.0,0.0,1.4,4.962,5228.1
265.0,3.0,3.0,2.0,-1.7,0.899,4991.6
221.0,0.0,0.0,0.0,1.1,4.857,5191.0
197.0,0.0,0.0,0.0,1.4,4.958,5228.1
123.0,0.0,0.0,0.0,1.4,4.965,5228.1
211.0,0.0,0.0,0.0,1.1,4.855,5191.0
142.0,0.0,0.0,0.0,1.4,4.959,5228.1
202.0,0.0,0.0,0.0,1.4,4.964,5228.1
168.0,0.0,0.0,0.0,1.4,4.959,5228.1
11.0,0.0,0.0,0.0,-1.1,0.881,4963.6
36.0,0.0,1.0,1.0,-1.8,1.313,5099.1
634.0,0.0,0.0,0.0,-3.4,0.74,5017.5
256.0,0.0,0.0,0.0,1.4,4.959,5228.1
5.0,0.0,0.0,0.0,-1.7,0.702,4991.6
27.0,0.0,0.0,0.0,1.4,4.961,5228.1
138.0,0.0,0.0,0.0,1.4,4.962,5228.1
56.0,0.0,0.0,0.0,-1.8,1.811,5099.1
91.0,0.0,0.0,0.0,1.4,4.96,5228.1
217.0,0.0,0.0,0.0,-3.4,0.72,5017.5
312.0,0.0,0.0,0.0,1.4,4.958,5228.1
687.0,0.0,0.0,0.0,1.4,4.964,5228.1
1206.0,0.0,0.0,0.0,1.4,4.962,5228.1
132.0,0.0,0.0,0.0,-0.1,4.153,5195.8
49.0,0.0,0.0,0.0,1.4,4.865,5228.1
314.0,0.0,0.0,0.0,1.4,4.961,5228.1
110.0,0.0,0.0,0.0,1.4,4.965,5228.1
278.0,0.0,0.0,0.0,-1.8,1.299,5099.1
289.0,0.0,0.0,0.0,1.4,4.962,5228.1
248.0,0.0,0.0,0.0,-1.8,1.56,5099.1
185.0,0.0,0.0,0.0,1.1,4.857,5191.0
97.0,0.0,0.0,0.0,1.1,4.859,5191.0
605.0,0.0,0.0,0.0,1.4,4.964,5228.1
345.0,0.0,0.0,0.0,1.4,4.958,5228.1
156.0,0.0,0.0,0.0,-2.9,0.884,5076.2
265.0,0.0,0.0,0.0,1.1,4.858,5191.0
772.0,0.0,0.0,0.0,1.4,4.961,5228.1
78.0,0.0,0.0,0.0,1.4,4.96,5228.1
173.0,0.0,0.0,0.0,1.1,4.86,5191.0
106.0,0.0,1.0,1.0,-0.1,4.076,5195.8
70.0,0.0,0.0,0.0,1.4,4.962,5228.1
115.0,0.0,0.0,0.0,1.1,4.855,5191.0
234.0,3.0,3.0,2.0,-1.8,0.683,5008.7
261.0,0.0,0.0,0.0,1.4,4.962,5228.1
148.0,0.0,0.0,0.0,-2.9,0.873,5076.2
278.0,0.0,0.0,0.0,1.1,4.857,5191.0
810.0,0.0,0.0,0.0,1.4,4.962,5228.1
272.0,0.0,0.0,0.0,1.4,4.958,5228.1
293.0,0.0,0.0,0.0,1.1,4.857,5191.0
266.0,0.0,0.0,0.0,1.4,4.865,5228.1
414.0,0.0,0.0,0.0,-2.9,0.884,5076.2
217.0,0.0,0.0,0.0,1.4,4.968,5228.1
56.0,0.0,0.0,0.0,1.4,4.864,5228.1
235.0,0.0,0.0,0.0,-1.8,1.327,5099.1
68.0,0.0,0.0,0.0,1.1,4.857,5191.0
119.0,0.0,0.0,0.0,1.4,4.963,5228.1
581.0,0.0,0.0,0.0,1.4,4.96,5228.1
548.0,0.0,0.0,0.0,1.4,4.959,5228.1
139.0,0.0,1.0,1.0,-0.1,4.153,5195.8
47.0,0.0,0.0,0.0,-0.1,4.076,5195.8
54.0,0.0,0.0,0.0,1.4,4.958,5228.1
158.0,3.0,1.0,2.0,-3.4,0.715,5017.5
276.0,0.0,0.0,0.0,1.1,4.857,5191.0
850.0,0.0,0.0,0.0,-1.8,1.281,5099.1
195.0,0.0,0.0,0.0,-1.8,1.25,5099.1
188.0,0.0,1.0,1.0,-0.1,4.191,5195.8
364.0,0.0,0.0,0.0,-1.8,1.354,5099.1
125.0,0.0,0.0,0.0,-0.1,4.153,5195.8
257.0,0.0,0.0,0.0,1.4,4.959,5228.1
215.0,0.0,1.0,1.0,-1.8,0.645,5008.7
81.0,1.0,1.0,2.0,-3.4,0.74,5017.5
212.0,0.0,0.0,0.0,1.4,4.963,5228.1
468.0,0.0,0.0,0.0,1.4,4.865,5228.1
59.0,0.0,0.0,0.0,-1.8,1.25,5099.1
25.0,0.0,0.0,0.0,1.4,4.963,5228.1
120.0,0.0,0.0,0.0,1.4,4.967,5228.1
251.0,0.0,0.0,0.0,-1.7,0.793,4991.6
422.0,0.0,0.0,0.0,1.1,4.857,5191.0
225.0,0.0,0.0,0.0,1.4,4.961,5228.1
393.0,0.0,0.0,0.0,1.1,4.859,5191.0
106.0,0.0,0.0,0.0,1.4,4.965,5228.1
488.0,0.0,0.0,0.0,1.4,4.963,5228.1
459.0,0.0,2.0,1.0,-3.4,0.715,5017.5
488.0,0.0,0.0,0.0,1.4,4.97,5228.1
814.0,0.0,0.0,0.0,-0.1,4.12,5195.8
64.0,0.0,0.0,0.0,-2.9,0.829,5076.2
174.0,0.0,0.0,0.0,1.1,4.857,5191.0
195.0,0.0,0.0,0.0,-1.8,1.445,5099.1
135.0,0.0,0.0,0.0,1.4,4.963,5228.1
225.0,0.0,0.0,0.0,-2.9,1.26,5076.2
133.0,0.0,0.0,0.0,1.1,4.857,5191.0
63.0,0.0,0.0,0.0,1.1,4.855,5191.0
150.0,0.0,0.0,0.0,-2.9,0.869,5076.2
663.0,0.0,0.0,0.0,-1.8,0.699,5008.7
820.0,0.0,0.0,0.0,-1.8,1.435,5099.1
294.0,0.0,0.0,0.0,-1.8,1.405,5099.1
248.0,0.0,0.0,0.0,1.4,4.959,5228.1
324.0,0.0,0.0,0.0,-1.8,1.405,5099.1
169.0,0.0,1.0,1.0,-1.8,1.259,5099.1
23.0,0.0,0.0,0.0,1.4,4.964,5228.1
330.0,0.0,0.0,0.0,1.1,4.857,5191.0
451.0,0.0,0.0,0.0,1.4,4.963,5228.1
101.0,0.0,0.0,0.0,1.1,4.86,5191.0
477.0,0.0,0.0,0.0,1.4,4.961,5228.1
81.0,0.0,0.0,0.0,-1.8,1.405,5099.1
709.0,0.0,0.0,0.0,1.4,4.959,5228.1
126.0,0.0,0.0,0.0,-1.8,1.365,5099.1
276.0,0.0,0.0,0.0,-1.8,1.466,5099.1
225.0,0.0,0.0,0.0,1.1,4.859,5191.0
289.0,0.0,0.0,0.0,-1.8,1.405,5099.1
179.0,0.0,0.0,0.0,1.1,4.857,5191.0
369.0,0.0,1.0,1.0,-1.1,0.972,4963.6
292.0,0.0,0.0,0.0,1.1,4.857,5191.0
19.0,0.0,0.0,0.0,-0.1,4.968,5195.8
624.0,0.0,0.0,0.0,-0.1,4.021,5195.8
211.0,0.0,0.0,0.0,1.1,4.856,5191.0
130.0,0.0,0.0,0.0,-1.8,1.334,5099.1
408.0,0.0,0.0,0.0,1.4,4.96,5228.1
156.0,0.0,0.0,0.0,1.4,4.962,5228.1
257.0,0.0,0.0,0.0,1.4,4.961,5228.1
105.0,0.0,0.0,0.0,-1.8,1.405,5099.1
345.0,0.0,0.0,0.0,-2.9,0.879,5076.2
103.0,0.0,0.0,0.0,1.4,4.963,5228.1
76.0,0.0,0.0,0.0,-3.4,0.819,5017.5
97.0,0.0,0.0,0.0,1.4,4.964,5228.1
302.0,0.0,0.0,0.0,1.1,4.86,5191.0
539.0,0.0,0.0,0.0,1.1,4.86,5191.0
37.0,0.0,0.0,0.0,1.4,4.963,5228.1
105.0,0.0,0.0,0.0,-2.9,0.869,5076.2
149.0,0.0,0.0,0.0,1.1,4.856,5191.0
154.0,0.0,0.0,0.0,1.4,4.962,5228.1
66.0,0.0,0.0,0.0,1.4,4.966,5228.1
67.0,3.0,1.0,2.0,-2.9,1.215,5076.2
693.0,0.0,0.0,0.0,-1.8,1.4,5099.1
348.0,0.0,0.0,0.0,-1.8,1.327,5099.1
177.0,0.0,1.0,1.0,-3.4,0.714,5017.5
119.0,0.0,0.0,0.0,1.4,4.864,5228.1
83.0,0.0,0.0,0.0,1.4,4.963,5228.1
277.0,0.0,0.0,0.0,1.1,4.855,5191.0
258.0,0.0,0.0,0.0,1.4,4.962,5228.1
63.0,0.0,0.0,0.0,1.4,4.965,5228.1
594.0,0.0,0.0,0.0,1.4,4.866,5228.1
1210.0,0.0,0.0,0.0,1.1,4.857,5191.0
102.0,0.0,0.0,0.0,-1.8,1.266,5099.1
60.0,0.0,0.0,0.0,-0.1,4.076,5195.8
307.0,0.0,0.0,0.0,1.4,4.959,5228.1
77.0,0.0,0.0,0.0,-2.9,1.26,5076.2
137.0,0.0,0.0,0.0,1.1,4.856,5191.0
12.0,0.0,0.0,0.0,-1.8,1.405,5099.1
253.0,0.0,0.0,0.0,-1.8,1.483,5099.1
177.0,0.0,0.0,0.0,1.4,4.959,5228.1
124.0,0.0,0.0,0.0,-3.4,0.714,5017.5
