age,job,marital,education,default,housing,loan,month,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
58,7,1,0,1,0,0,1,170,6,0,0,0,1.4,94.465,-41.8,4.96,5228.1
32,8,1,6,0,1,0,5,93,4,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
48,7,2,0,0,0,1,1,119,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1
31,2,0,1,0,0,0,1,161,1,12,1,2,-2.9,92.963,-40.8,1.26,5076.2
31,3,0,3,1,1,1,0,119,2,0,1,1,-1.8,92.893,-46.2,1.281,5099.1
29,2,1,6,0,1,0,3,214,4,0,0,0,1.4,93.444,-36.1,4.963,5228.1
46,7,2,3,0,0,0,1,283,3,0,0,0,1.4,94.465,-41.8,4.962,5228.1
56,9,0,0,0,0,0,4,480,1,12,2,2,-3.4,92.431,-26.9,0.744,5017.5
29,3,0,0,0,0,1,1,164,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1
52,3,1,1,1,2,2,0,124,1,0,0,0,1.1,93.994,-36.4,4.856,5191.0
46,2,1,6,0,1,1,0,11,5,0,1,1,-1.8,92.893,-46.2,1.244,5099.1
48,2,1,1,0,1,0,0,275,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
30,6,0,6,0,0,0,3,122,1,0,0,0,1.4,93.444,-36.1,4.964,5228.1
34,2,0,6,0,0,0,1,94,7,0,0,0,1.4,94.465,-41.8,4.967,5228.1
41,3,1,0,1,1,0,0,426,1,0,1,1,-1.8,92.893,-46.2,1.281,5099.1
53,5,0,3,0,0,0,0,133,4,0,0,0,-1.8,92.893,-46.2,1.281,5099.1
32,4,1,6,0,0,1,5,197,7,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
50,3,0,0,0,0,0,3,79,3,0,0,0,1.4,93.444,-36.1,4.965,5228.1
28,2,1,6,0,0,0,1,69,1,0,1,1,-2.9,92.963,-40.8,1.266,5076.2
30,2,1,6,0,0,0,3,343,1,0,0,0,-1.7,94.027,-38.3,0.886,4991.6
42,3,0,0,1,0,0,8,264,1,0,1,1,-1.8,93.075,-47.1,1.405,5099.1
34,6,0,6,0,0,0,4,290,2,0,0,0,-3.4,92.431,-26.9,0.742,5017.5
44,3,0,0,1,1,0,3,210,1,0,0,0,1.4,93.444,-36.1,4.963,5228.1
32,4,1,6,0,1,0,5,58,1,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
38,4,0,3,0,1,0,5,435,2,0,0,0,-0.1,93.2,-42.0,4.191,5195.8
49,4,0,6,0,1,0,0,820,1,0,0,0,-1.8,93.876,-40.0,0.699,5008.7
51,2,2,6,0,0,0,5,279,3,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
43,3,0,3,1,1,1,8,1096,1,0,0,0,-1.8,93.075,-47.1,1.453,5099.1
44,2,1,1,0,0,0,0,111,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
50,1,1,0,0,1,0,1,355,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1
38,1,0,1,0,0,1,2,74,1,0,0,0,1.4,93.918,-42.7,4.968,5228.1
40,11,1,1,0,1,0,0,333,1,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
34,2,1,1,0,0,0,0,176,2,0,0,0,1.1,93.994,-36.4,4.855,5191.0
36,1,0,1,1,1,1,0,108,1,0,0,0,-1.8,92.893,-46.2,1.313,5099.1
42,4,0,3,0,1,0,0,88,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
32,4,2,1,0,0,0,5,50,1,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
34,2,1,6,0,1,0,8,58,2,0,1,1,-1.8,93.075,-47.1,1.405,5099.1
35,3,0,1,0,1,1,0,83,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
42,4,0,1,0,1,0,3,409,1,0,0,0,1.4,93.444,-36.1,4.968,5228.1
34,7,0,3,0,0,0,0,123,2,0,0,0,-1.8,92.893,-46.2,1.299,5099.1
39,3,0,3,0,1,0,8,91,3,0,0,0,-1.8,93.075,-47.1,1.445,5099.1
44,3,0,2,1,0,1,0,285,1,0,0,0,1.1,93.994,-36.4,4.855,5191.0
46,7,0,3,0,1,0,5,352,1,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
27,10,0,6,0,1,0,0,153,2,0,0,0,-1.8,92.893,-46.2,1.299,5099.1
41,2,0,1,0,1,0,0,317,7,0,0,0,1.1,93.994,-36.4,4.86,5191.0
29,4,0,6,0,1,0,0,206,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
32,4,0,1,0,0,0,0,56,1,0,0,0,-1.8,92.893,-46.2,1.313,5099.1
34,3,0,3,1,0,0,0,59,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
34,4,0,4,0,1,1,5,379,2,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
34,3,0,3,0,1,0,2,874,3,0,0,0,1.4,93.918,-42.7,4.963,5228.1
33,6,0,6,0,1,0,0,43,1,0,0,0,1.1,93.994,-36.4,4.858,5191.0
27,4,0,1,0,0,0,0,201,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
53,5,2,6,0,1,0,2,62,4,0,0,0,1.4,93.918,-42.7,4.961,5228.1
47,3,2,0,0,1,0,3,265,3,0,0,0,1.4,93.444,-36.1,4.965,5228.1
37,4,0,4,0,1,0,5,850,2,0,0,0,-0.1,93.2,-42.0,4.153,5195.8
40,10,0,1,0,0,0,1,78,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1
44,6,0,5,0,1,0,3,247,2,0,0,0,-2.9,92.201,-31.4,0.825,5076.2
43,2,1,6,0,0,0,5,97,1,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
41,2,1,6,0,1,0,5,369,1,0,1,1,-0.1,93.2,-42.0,4.12,5195.8
76,5,2,0,0,0,0,9,221,1,0,0,0,-3.4,92.379,-29.8,0.788,5017.5
41,2,0,2,0,0,0,0,193,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
33,8,0,3,0,1,0,0,48,1,0,0,0,1.1,93.994,-36.4,4.856,5191.0
39,6,1,6,0,0,0,0,11,12,0,0,0,-1.8,92.893,-46.2,1.291,5099.1
28,3,2,1,0,1,0,0,7,1,0,0,0,1.1,93.994,-36.4,4.858,5191.0
52,2,0,6,0,0,0,0,429,3,0,1,1,-1.8,92.893,-46.2,1.281,5099.1
52,3,0,0,0,1,0,1,140,3,0,0,0,1.4,94.465,-41.8,4.865,5228.1
37,4,1,6,0,0,0,3,146,2,0,0,0,1.4,93.444,-36.1,4.962,5228.1
55,4,2,6,1,0,0,0,216,7,0,0,0,1.1,93.994,-36.4,4.86,5191.0
35,1,2,1,0,0,0,8,301,1,0,0,0,-1.8,93.075,-47.1,1.365,5099.1
32,3,0,3,1,0,0,0,548,2,0,0,0,-1.8,92.893,-46.2,1.291,5099.1
57,5,0,0,0,0,0,1,83,3,0,0,0,1.4,94.465,-41.8,4.967,5228.1
25,6,1,6,0,1,1,2,114,5,0,0,0,1.4,93.918,-42.7,4.962,5228.1
38,4,0,4,0,0,0,0,436,1,0,0,0,1.1,93.994,-36.4,4.86,5191.0
32,6,1,6,0,1,0,7,164,1,0,0,0,-1.8,92.843,-50.0,1.687,5099.1
31,6,0,6,0,1,0,5,196,1,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
46,2,0,1,0,0,0,0,318,2,0,1,1,-1.8,92.893,-46.2,1.313,5099.1
35,4,0,6,0,1,0,1,246,3,0,0,0,1.4,94.465,-41.8,4.967,5228.1
64,5,0,1,1,0,0,3,301,1,0,1,1,-2.9,92.201,-31.4,0.859,5076.2
46,2,1,1,0,0,0,0,218,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
32,1,0,0,1,0,0,2,322,3,0,0,0,1.4,93.918,-42.7,4.96,5228.1
40,2,1,6,0,1,1,8,8,2,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
37,6,0,6,0,1,0,2,292,8,0,0,0,1.4,93.918,-42.7,4.96,5228.1
32,1,2,1,0,0,1,5,98,1,0,0,0,-0.1,93.2,-42.0,4.153,5195.8
35,6,0,1,0,1,0,5,159,1,0,0,0,-0.1,93.2,-42.0,4.153,5195.8
35,2,2,3,1,1,0,1,24,10,0,0,0,1.4,94.465,-41.8,4.962,5228.1
26,2,0,1,0,0,0,1,120,6,0,0,0,1.4,94.465,-41.8,4.947,5228.1
38,3,1,1,0,0,0,0,112,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
55,10,0,4,0,1,0,4,323,2,0,0,0,-3.4,92.431,-26.9,0.739,5017.5
30,2,1,6,0,1,1,5,33,1,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
35,2,0,6,0,0,1,0,65,4,0,1,1,-1.8,92.893,-46.2,1.281,5099.1
58,4,0,4,0,1,0,3,89,2,0,0,0,-2.9,92.201,-31.4,0.883,5076.2
32,4,1,6,0,1,1,5,1162,2,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
45,8,0,2,1,0,0,0,734,1,0,0,0,1.1,93.994,-36.4,4.86,5191.0
30,3,0,2,0,1,1,2,241,3,0,0,0,1.4,93.918,-42.7,4.962,5228.1
34,3,0,0,0,0,1,0,289,3,0,0,0,1.1,93.994,-36.4,4.856,5191.0
58,2,0,0,0,0,0,5,505,7,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
31,8,1,6,0,1,0,5,113,2,0,1,1,-0.1,93.2,-42.0,4.191,5195.8
24,3,0,0,1,1,0,0,151,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
49,3,0,0,1,1,0,2,56,3,0,0,0,1.4,93.918,-42.7,4.961,5228.1
44,8,0,6,0,0,0,3,242,4,0,0,0,1.4,93.444,-36.1,4.968,5228.1
39,2,0,1,0,0,0,0,806,1,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
30,8,0,4,0,1,0,5,329,2,0,0,0,-0.1,93.2,-42.0,4.076,5195.8
58,6,1,6,0,1,0,0,685,2,0,0,0,-1.8,92.893,-46.2,1.313,5099.1
30,7,0,4,0,1,0,1,194,1,0,0,0,-2.9,92.963,-40.8,1.262,5076.2
32,1,2,1,0,1,0,2,207,1,0,0,0,1.4,93.918,-42.7,4.963,5228.1
37,4,1,6,0,1,0,0,248,3,0,0,0,1.1,93.994,-36.4,4.855,5191.0
32,2,1,1,0,2,2,0,155,2,0,0,0,1.1,93.994,-36.4,4.855,5191.0
29,10,0,0,1,0,0,0,332,2,0,0,0,-1.8,92.893,-46.2,1.299,5099.1
54,0,2,0,0,1,0,1,129,6,0,0,0,1.4,94.465,-41.8,4.959,5228.1
46,8,2,3,1,2,2,5,125,1,0,1,1,-0.1,93.2,-42.0,4.076,5195.8
38,3,0,2,1,0,0,2,500,1,0,0,0,1.4,93.918,-42.7,4.963,5228.1
27,4,1,4,0,1,0,0,27,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
43,6,0,5,0,1,0,6,2062,2,9,1,2,-3.0,92.713,-33.0,0.709,5023.5
58,2,2,6,0,1,1,0,363,6,0,0,0,1.1,93.994,-36.4,4.858,5191.0
47,2,0,6,0,0,0,2,186,9,0,0,0,-2.9,92.469,-33.6,0.908,5076.2
28,4,1,6,0,1,0,7,76,2,0,0,0,-1.8,92.843,-50.0,1.811,5099.1
34,4,0,4,0,1,0,2,144,5,0,0,0,1.4,93.918,-42.7,4.962,5228.1
41,4,1,4,0,1,0,7,101,1,0,0,0,-1.8,92.843,-50.0,1.703,5099.1
28,4,0,6,0,0,0,2,289,1,0,0,0,1.4,93.918,-42.7,4.96,5228.1
44,2,0,1,0,0,0,0,231,1,0,0,0,-1.8,92.893,-46.2,1.281,5099.1
37,4,0,4,0,1,1,3,95,1,0,0,0,1.4,93.444,-36.1,4.966,5228.1
32,0,0,1,0,0,0,1,264,1,0,0,0,1.4,94.465,-41.8,4.958,5228.1
32,3,1,2,0,1,0,0,211,1,0,1,1,-1.8,92.893,-46.2,1.313,5099.1
34,3,1,5,0,0,0,7,98,2,0,0,0,-1.8,93.369,-34.8,0.636,5008.7
31,4,1,6,0,2,2,3,184,1,0,0,0,1.4,93.444,-36.1,4.967,5228.1
34,7,1,1,0,1,0,0,179,5,0,0,0,-1.8,92.893,-46.2,1.291,5099.1
50,7,0,1,0,0,0,5,79,1,0,1,1,-0.1,93.2,-42.0,4.153,5195.8
43,3,0,2,1,1,0,8,353,4,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
28,6,1,6,0,0,0,1,651,5,0,0,0,1.4,94.465,-41.8,4.958,5228.1
52,2,2,6,1,1,1,2,401,2,0,0,0,1.4,93.918,-42.7,4.962,5228.1
54,1,1,2,1,0,0,0,984,1,0,1,1,-1.8,92.893,-46.2,1.25,5099.1
47,2,0,6,1,0,1,0,139,2,0,0,0,1.1,93.994,-36.4,4.856,5191.0
60,6,0,6,0,0,0,1,526,2,0,0,0,1.4,94.465,-41.8,4.865,5228.1
37,3,0,0,0,0,0,0,85,2,0,0,0,1.1,93.994,-36.4,4.855,5191.0
47,1,2,1,0,0,0,0,143,1,0,0,0,1.1,93.994,-36.4,4.858,5191.0
38,4,0,1,0,0,0,3,100,5,0,0,0,1.4,93.444,-36.1,4.965,5228.1
33,8,1,6,0,0,0,0,739,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
56,3,0,3,1,1,0,0,260,1,0,0,0,1.1,93.994,-36.4,4.859,5191.0
38,10,0,6,0,2,2,3,188,5,0,0,0,1.4,93.444,-36.1,4.966,5228.1
43,6,0,6,0,0,0,3,157,2,0,0,0,1.4,93.444,-36.1,4.964,5228.1
27,2,1,6,0,0,0,4,143,1,0,0,0,-1.1,94.601,-49.5,0.982,4963.6
39,4,0,4,0,0,0,3,337,2,0,0,0,1.4,93.444,-36.1,4.964,5228.1
36,3,0,0,0,0,0,1,90,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1
31,4,1,4,0,1,0,3,122,4,0,0,0,1.4,93.444,-36.1,4.964,5228.1
31,2,1,6,0,1,0,8,239,1,0,1,1,-1.8,93.075,-47.1,1.405,5099.1
50,3,0,3,1,1,0,2,282,9,0,0,0,1.4,93.918,-42.7,4.962,5228.1
28,3,1,3,0,0,0,2,159,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1
21,1,1,1,0,1,0,2,198,1,0,0,0,1.4,93.918,-42.7,4.957,5228.1
36,2,0,1,0,0,0,5,64,1,0,0,0,-0.1,93.2,-42.0,4.191,5195.8
35,4,1,6,0,1,1,3,176,3,0,0,0,1.4,93.444,-36.1,4.963,5228.1
43,6,0,6,0,0,0,3,94,1,0,0,0,1.4,93.444,-36.1,4.964,5228.1
43,1,2,1,1,1,0,8,303,1,0,1,1,-1.8,93.075,-47.1,1.483,5099.1
35,1,1,1,0,0,0,0,146,1,0,1,1,-1.8,92.893,-46.2,1.327,5099.1
30,3,1,3,0,0,0,2,56,2,0,0,0,1.4,93.918,-42.7,4.968,5228.1
37,6,0,6,1,0,0,3,161,1,0,0,0,1.4,93.444,-36.1,4.97,5228.1
47,1,2,0,0,1,0,1,60,6,0,0,0,1.4,94.465,-41.8,4.959,5228.1
26,11,1,1,0,0,0,1,219,1,0,0,0,1.4,94.465,-41.8,4.864,5228.1
37,1,0,1,0,1,1,8,345,2,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
55,5,0,4,0,1,0,3,181,3,0,0,0,1.4,93.444,-36.1,4.968,5228.1
28,2,1,6,0,1,0,0,442,1,0,1,1,-1.8,92.893,-46.2,1.244,5099.1
36,2,1,1,0,0,0,2,385,3,0,0,0,1.4,93.918,-42.7,4.961,5228.1
31,2,2,6,0,0,0,0,239,3,0,1,1,-1.8,92.893,-46.2,1.299,5099.1
28,4,1,1,0,1,0,0,134,3,0,1,1,-1.8,92.893,-46.2,1.354,5099.1
39,2,0,6,0,0,0,0,104,1,0,0,0,1.1,93.994,-36.4,4.857,5191.0
25,4,1,6,0,1,0,3,6,1,0,0,0,-1.7,94.027,-38.3,0.904,4991.6
32,2,0,1,0,0,0,2,185,4,0,0,0,1.4,93.918,-42.7,4.963,5228.1
34,2,0,1,0,0,0,5,183,1,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
24,3,1,0,0,1,1,2,132,1,0,0,0,1.4,93.918,-42.7,4.963,5228.1
36,3,0,2,1,0,1,2,256,2,0,0,0,1.4,93.918,-42.7,4.962,5228.1
42,6,0,6,0,1,0,3,220,11,0,0,0,1.4,93.444,-36.1,4.964,5228.1
53,3,2,0,1,1,0,1,27,5,0,0,0,1.4,94.465,-41.8,4.959,5228.1
28,2,0,6,0,0,1,2,690,1,0,0,0,1.4,93.918,-42.7,4.963,5228.1
31,2,0,1,0,0,0,0,55,1,0,0,0,1.1,93.994,-36.4,4.86,5191.0
33,4,1,4,0,0,0,3,266,2,0,0,0,1.4,93.444,-36.1,4.963,5228.1
35,3,0,5,0,0,0,8,172,1,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
34,2,0,6,0,0,0,5,141,2,0,0,0,-1.1,94.767,-50.8,1.05,4963.6
32,3,0,2,0,1,1,0,101,2,0,0,0,-1.8,92.893,-46.2,1.299,5099.1
21,2,1,1,0,0,1,0,240,1,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
38,6,0,6,1,0,1,3,107,1,0,0,0,1.4,93.444,-36.1,4.965,5228.1
29,3,1,3,0,0,0,0,364,2,0,1,1,-1.8,92.893,-46.2,1.281,5099.1
27,1,0,6,0,0,0,0,223,1,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
34,3,1,3,0,0,0,5,127,1,0,1,1,-0.1,93.2,-42.0,4.12,5195.8
29,2,1,4,0,0,0,5,346,4,0,1,1,-0.1,93.2,-42.0,4.021,5195.8
32,2,1,6,0,1,0,1,85,2,0,0,0,1.4,94.465,-41.8,4.958,5228.1
35,2,0,4,0,0,0,2,735,2,0,0,0,1.4,93.918,-42.7,4.961,5228.1
53,3,0,3,1,1,1,1,16,20,0,0,0,1.4,94.465,-41.8,4.959,5228.1
41,6,0,6,0,1,0,5,54,2,0,0,0,-0.1,93.2,-42.0,4.153,5195.8
30,3,1,1,0,0,0,0,76,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
51,4,0,6,1,1,1,2,128,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1
56,5,2,0,1,1,0,0,278,1,0,0,0,1.1,93.994,-36.4,4.86,5191.0
39,2,0,1,0,2,2,0,185,4,0,0,0,1.1,93.994,-36.4,4.857,5191.0
37,10,2,1,0,1,1,5,258,2,0,1,1,-3.4,92.649,-30.1,0.719,5017.5
44,2,0,1,0,1,0,0,223,2,0,0,0,1.1,93.994,-36.4,4.864,5191.0
25,2,1,6,0,1,0,4,123,1,0,0,0,-3.4,92.431,-26.9,0.739,5017.5
44,1,0,4,0,0,1,3,93,1,0,0,0,1.4,93.444,-36.1,4.97,5228.1
44,3,0,2,0,0,0,3,195,1,0,0,0,1.4,93.444,-36.1,4.965,5228.1
38,2,0,6,0,0,0,1,311,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1
27,2,1,6,0,1,0,7,359,1,0,1,1,-1.8,93.369,-34.8,0.635,5008.7
26,1,1,1,0,1,0,2,407,1,14,1,2,-2.9,92.469,-33.6,1.044,5076.2
40,6,0,6,1,1,0,3,110,2,0,0,0,1.4,93.444,-36.1,4.963,5228.1
64,5,0,4,0,0,0,3,482,1,0,0,0,-1.7,94.027,-38.3,0.899,4991.6
29,2,0,1,0,0,1,2,165,3,0,0,0,1.4,93.918,-42.7,4.962,5228.1
57,2,1,6,1,1,1,3,73,1,0,0,0,1.4,93.444,-36.1,4.965,5228.1
33,8,1,6,0,2,2,1,38,5,0,0,0,1.4,94.465,-41.8,4.959,5228.1
38,2,1,1,0,1,0,3,246,1,0,0,0,1.4,93.444,-36.1,4.967,5228.1
38,3,1,1,1,1,0,0,158,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
52,4,0,2,0,1,0,2,219,1,3,1,2,-1.7,94.215,-40.3,0.846,4991.6
57,6,2,6,0,0,0,0,111,1,0,0,0,1.1,93.994,-36.4,4.859,5191.0
31,3,1,4,0,0,0,0,314,2,0,0,0,-1.8,92.893,-46.2,1.266,5099.1
59,5,0,4,0,0,0,0,560,9,0,0,0,1.1,93.994,-36.4,4.857,5191.0
45,3,0,2,0,1,1,3,425,2,0,0,0,1.4,93.444,-36.1,4.964,5228.1
34,2,1,6,0,0,0,1,406,2,0,0,0,1.4,94.465,-41.8,4.955,5228.1
33,2,1,6,0,0,0,0,234,1,0,1,1,-1.8,92.893,-46.2,1.299,5099.1
33,2,0,6,0,1,1,5,84,3,0,0,0,-0.1,93.2,-42.0,4.12,5195.8
42,4,2,6,0,0,1,2,241,2,0,0,0,1.4,93.918,-42.7,4.963,5228.1
46,1,0,2,0,0,0,0,32,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
35,4,1,4,0,0,0,1,397,1,0,0,0,1.4,94.465,-41.8,4.947,5228.1
32,4,0,6,0,0,0,9,994,3,0,0,0,-3.4,92.379,-29.8,0.768,5017.5
42,4,0,4,0,0,0,3,295,1,1,2,2,-1.7,94.027,-38.3,0.899,4991.6
45,0,0,0,1,0,0,3,137,1,0,0,0,1.4,93.444,-36.1,4.968,5228.1
60,5,0,1,1,0,0,2,133,7,0,0,0,1.4,93.918,-42.7,4.962,5228.1
55,10,0,4,1,1,0,2,168,2,0,0,0,1.4,93.918,-42.7,4.963,5228.1
56,5,0,0,0,0,0,0,134,2,0,0,0,1.1,93.994,-36.4,4.856,5191.0
53,3,0,0,0,1,0,3,182,1,0,0,0,1.4,93.444,-36.1,4.965,5228.1
40,3,0,3,0,1,0,0,82,4,0,0,0,1.1,93.994,-36.4,4.857,5191.0
32,6,1,6,0,1,0,7,75,2,0,0,0,-1.8,92.843,-50.0,1.703,5099.1
30,2,1,6,0,1,0,8,502,1,6,1,2,-1.8,93.075,-47.1,1.365,5099.1
51,10,0,6,0,0,0,0,98,1,0,0,0,1.1,93.994,-36.4,4.856,5191.0
56,6,0,2,1,0,0,2,175,2,0,0,0,1.4,93.918,-42.7,4.962,5228.1
54,3,0,0,1,2,2,3,88,1,0,0,0,1.4,93.444,-36.1,4.965,5228.1
56,3,0,0,1,1,0,2,508,1,0,0,0,1.4,93.918,-42.7,4.963,5228.1
32,4,1,6,0,0,0,3,264,12,0,0,0,1.4,93.444,-36.1,4.966,5228.1
31,2,2,1,0,1,0,0,274,2,0,0,0,-1.8,92.893,-46.2,1.299,5099.1
26,2,1,6,0,0,0,1,394,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1
32,4,1,1,0,0,0,1,250,1,0,0,0,1.4,94.465,-41.8,4.967,5228.1
45,9,0,5,0,0,0,1,164,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1
35,3,0,0,1,0,0,0,386,2,0,0,0,1.1,93.994,-36.4,4.86,5191.0
31,2,0,6,0,1,0,3,258,3,0,0,0,1.4,93.444,-36.1,4.966,5228.1
54,5,0,4,0,1,0,2,72,1,0,0,0,1.4,93.918,-42.7,4.962,5228.1
47,6,0,3,0,1,0,5,709,2,0,0,0,-3.4,92.649,-30.1,0.715,5017.5
43,1,0,2,0,0,0,9,115,1,0,0,0,-3.4,92.379,-29.8,0.75,5017.5
24,2,1,1,0,1,0,2,595,2,0,0,0,1.4,93.918,-42.7,4.96,5228.1
34,1,0,1,1,1,0,0,189,7,0,0,0,1.1,93.994,-36.4,4.858,5191.0
44,2,0,4,0,1,0,5,762,1,0,0,0,-0.1,93.2,-42.0,4.191,5195.8
29,6,1,6,0,0,0,8,190,2,0,0,0,-1.8,93.075,-47.1,1.405,5099.1
31,4,1,4,0,1,0,0,343,3,0,0,0,1.1,93.994,-36.4,4.857,5191.0
30,3,0,5,0,0,0,2,59,4,0,0,0,1.4,93.918,-42.7,4.963,5228.1
47,1,0,6,0,1,0,0,63,9,0,0,0,1.1,93.994,-36.4,4.857,5191.0
30,7,2,1,0,0,0,2,167,3,0,0,0,1.4,93.918,-42.7,4.957,5228.1
43,1,2,1,0,0,0,2,122,2,0,0,0,1.4,93.918,-42.7,4.962,5228.1
53,1,2,0,1,0,0,1,91,1,0,0,0,1.4,94.465,-41.8,4.865,5228.1
40,6,0,6,0,0,0,5,147,3,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
36,4,0,4,0,0,0,0,221,1,0,0,0,1.1,93.994,-36.4,4.856,5191.0
71,5,0,4,0,0,0,9,313,1,0,0,0,-3.4,92.379,-29.8,0.803,5017.5
43,10,0,1,1,1,0,0,206,2,0,0,0,1.1,93.994,-36.4,4.855,5191.0
35,2,0,1,0,1,0,0,1080,5,0,0,0,1.1,93.994,-36.4,4.855,5191.0
22,11,1,6,0,1,0,2,138,12,0,0,0,1.4,93.918,-42.7,4.96,5228.1
39,6,0,1,0,0,0,0,205,1,0,0,0,1.1,93.994,-36.4,4.855,5191.0
55,3,2,3,0,1,0,1,220,6,0,0,0,1.4,94.465,-41.8,4.959,5228.1
55,0,0,0,1,0,0,2,1140,2,0,0,0,1.4,93.918,-42.7,4.961,5228.1
46,2,1,1,0,2,2,2,37,3,0,0,0,1.4,93.918,-42.7,4.968,5228.1
32,1,1,6,0,1,0,0,79,1,0,1,1,-1.8,92.893,-46.2,1.291,5099.1
50,4,0,1,0,1,0,3,50,3,0,0,0,1.4,93.444,-36.1,4.964,5228.1
42,3,0,0,1,1,0,1,29,27,0,0,0,1.4,94.465,-41.8,4.959,5228.1
46,2,2,6,0,1,0,1,14,12,0,0,0,1.4,94.465,-41.8,4.959,5228.1
49,4,0,3,0,1,0,0,182,6,0,0,0,1.1,93.994,-36.4,4.86,5191.0
39,1,0,1,0,0,1,0,793,2,0,0,0,1.1,93.994,-36.4,4.856,5191.0
30,11,1,6,0,1,0,1,1062,4,0,0,0,1.4,94.465,-41.8,4.962,5228.1
30,2,1,6,0,0,1,8,505,1,0,0,0,-1.8,93.075,-47.1,1.423,5099.1
19,11,1,5,0,0,0,3,192,1,0,1,1,-1.7,94.027,-38.3,0.904,4991.6
39,2,0,6,1,1,0,3,368,1,0,0,0,-2.9,92.201,-31.4,0.873,5076.2
34,2,0,6,0,1,0,0,304,1,0,0,0,-1.8,92.893,-46.2,1.264,5099.1
52,4,0,1,1,0,0,0,467,1,0,0,0,1.1,93.994,-36.4,4.859,5191.0
51,0,0,3,0,0,0,2,209,3,0,0,0,1.4,93.918,-42.7,4.961,5228.1
69,5,0,5,0,0,0,8,117,1,0,0,0,-1.8,93.075,-47.1,1.41,5099.1
26,11,1,1,0,0,0,1,589,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1
33,4,1,6,0,1,1,5,710,1,0,0,0,-0.1,93.2,-42.0,4.021,5195.8
32,4,2,4,0,1,1,2,99,1,0,0,0,1.4,93.918,-42.7,4.959,5228.1
34,4,1,6,0,1,0,3,436,2,0,0,0,1.4,93.444,-36.1,4.966,5228.1
45,2,0,5,1,1,0,2,418,2,0,0,0,1.4,93.918,-42.7,4.962,5228.1
30,4,1,6,0,0,0,3,360,1,0,0,0,1.4,93.444,-36.1,4.964,5228.1
29,1,0,5,0,1,0,0,137,3,0,0,0,1.1,93.994,-36.4,4.864,5191.0
41,3,0,0,0,1,0,0,1529,2,0,0,0,1.1,93.994,-36.4,4.857,5191.0
56,9,2,0,0,0,0,2,547,12,0,0,0,1.4,93.918,-42.7,4.961,5228.1
37,4,0,3,0,0,0,0,71,3,0,0,0,1.1,93.994,-36.4,4.855,5191.0
32,2,1,1,0,1,0,1,350,1,0,0,0,-2.9,92.963,-40.8,1.262,5076.2
50,8,0,0,1,1,0,1,313,1,0,0,0,1.4,94.465,-41.8,4.967,5228.1
