duration,poutcome,emp.var.rate,euribor3m,nr.employed,y_n
87.0,0.0,1.4,4.963,5228.1,0
35.0,0.0,1.4,4.962,5228.1,0
219.0,0.0,1.4,4.959,5228.1,0
146.0,0.0,-1.8,1.27,5099.1,0
63.0,0.0,-0.1,4.191,5195.8,0
337.0,0.0,-0.1,4.12,5195.8,0
229.0,0.0,1.4,4.963,5228.1,0
245.0,0.0,1.1,4.859,5191.0,0
370.0,0.0,-1.8,1.405,5099.1,0
273.0,0.0,-1.8,1.334,5099.1,0
135.0,1.0,-0.1,4.021,5195.8,0
159.0,0.0,-2.9,1.268,5076.2,1
9.0,1.0,-1.8,1.266,5099.1,0
700.0,0.0,1.4,4.962,5228.1,1
386.0,0.0,-0.1,4.191,5195.8,0
283.0,0.0,-0.1,4.076,5195.8,0
229.0,0.0,1.4,4.961,5228.1,0
898.0,2.0,-1.1,1.008,4963.6,1
22.0,0.0,1.1,4.86,5191.0,0
140.0,0.0,1.4,4.965,5228.1,0
122.0,0.0,1.4,4.968,5228.1,0
178.0,0.0,1.1,4.864,5191.0,0
97.0,0.0,-1.8,1.445,5099.1,0
471.0,0.0,1.1,4.857,5191.0,0
198.0,0.0,1.4,4.961,5228.1,0
62.0,0.0,-0.1,4.191,5195.8,0
134.0,0.0,-1.8,1.291,5099.1,0
75.0,1.0,-2.9,0.883,5076.2,0
1077.0,0.0,-0.1,4.191,5195.8,1
250.0,0.0,1.4,4.968,5228.1,0
228.0,0.0,1.4,4.963,5228.1,0
95.0,0.0,-1.8,1.27,5099.1,0
449.0,0.0,1.1,4.857,5191.0,0
321.0,0.0,-1.8,1.365,5099.1,0
16.0,1.0,-1.8,1.25,5099.1,0
128.0,0.0,1.4,4.957,5228.1,0
44.0,0.0,1.1,4.86,5191.0,0
151.0,0.0,-0.1,4.076,5195.8,0
189.0,0.0,-1.8,1.327,5099.1,0
237.0,0.0,-1.8,1.405,5099.1,0
108.0,1.0,-1.8,1.405,5099.1,0
174.0,0.0,1.4,4.97,5228.1,0
375.0,0.0,1.4,4.966,5228.1,0
104.0,2.0,-0.1,4.153,5195.8,0
1166.0,0.0,-1.8,1.266,5099.1,0
351.0,0.0,-1.8,1.266,5099.1,0
83.0,0.0,1.4,4.964,5228.1,0
446.0,0.0,1.4,4.968,5228.1,0
193.0,0.0,1.4,4.958,5228.1,0
214.0,0.0,1.1,4.86,5191.0,0
179.0,0.0,1.4,4.96,5228.1,0
168.0,0.0,1.4,4.963,5228.1,0
502.0,0.0,-1.8,1.266,5099.1,0
147.0,0.0,1.4,4.958,5228.1,0
205.0,0.0,-1.8,1.344,5099.1,0
114.0,0.0,1.1,4.856,5191.0,0
220.0,0.0,-1.8,1.405,5099.1,0
136.0,0.0,1.4,4.964,5228.1,0
139.0,0.0,-2.9,1.268,5076.2,0
305.0,1.0,-2.9,0.879,5076.2,0
67.0,0.0,-1.8,1.281,5099.1,0
513.0,0.0,1.1,4.858,5191.0,0
145.0,1.0,-1.1,0.882,4963.6,0
73.0,0.0,1.4,4.962,5228.1,0
158.0,0.0,1.1,4.857,5191.0,0
57.0,0.0,1.1,4.855,5191.0,0
201.0,0.0,-1.7,0.702,4991.6,1
134.0,0.0,-0.1,4.076,5195.8,0
69.0,0.0,1.4,4.965,5228.1,0
89.0,1.0,-2.9,0.834,5076.2,0
343.0,0.0,-1.7,0.84,4991.6,0
154.0,0.0,-0.1,4.153,5195.8,0
363.0,0.0,1.4,4.958,5228.1,0
176.0,0.0,-1.8,1.264,5099.1,0
132.0,0.0,1.1,4.857,5191.0,0
174.0,1.0,-0.1,4.191,5195.8,0
586.0,0.0,-1.7,0.761,4991.6,1
22.0,0.0,-1.8,1.266,5099.1,0
274.0,0.0,1.1,4.857,5191.0,0
249.0,1.0,-1.8,1.405,5099.1,0
254.0,0.0,1.1,4.86,5191.0,0
217.0,0.0,-1.8,1.703,5099.1,1
337.0,2.0,-1.7,0.767,4991.6,1
22.0,0.0,1.4,4.968,5228.1,0
68.0,0.0,1.4,4.968,5228.1,0
282.0,0.0,-1.1,0.972,4963.6,0
191.0,1.0,-1.8,1.313,5099.1,0
107.0,0.0,1.4,4.958,5228.1,0
143.0,0.0,1.4,4.962,5228.1,0
331.0,0.0,1.1,4.857,5191.0,0
197.0,0.0,1.4,4.959,5228.1,0
58.0,0.0,1.1,4.859,5191.0,0
250.0,0.0,1.4,4.963,5228.1,0
147.0,0.0,1.4,4.962,5228.1,0
90.0,0.0,-0.1,4.245,5195.8,1
549.0,0.0,-1.8,1.299,5099.1,0
338.0,0.0,-2.9,0.883,5076.2,1
412.0,0.0,1.1,4.855,5191.0,0
354.0,0.0,-1.8,1.365,5099.1,1
242.0,0.0,1.4,4.965,5228.1,0
161.0,0.0,-1.8,1.423,5099.1,1
79.0,0.0,-1.8,1.445,5099.1,0
61.0,0.0,1.4,4.96,5228.1,0
599.0,0.0,1.4,4.96,5228.1,0
280.0,0.0,1.4,4.964,5228.1,0
267.0,2.0,-1.8,0.682,5008.7,0
122.0,0.0,1.1,4.859,5191.0,0
129.0,0.0,-1.8,1.281,5099.1,0
73.0,0.0,1.4,4.968,5228.1,0
64.0,0.0,1.4,4.962,5228.1,0
408.0,0.0,1.4,4.959,5228.1,0
152.0,0.0,1.1,4.857,5191.0,0
291.0,0.0,1.1,4.857,5191.0,0
705.0,0.0,1.4,4.961,5228.1,0
85.0,0.0,1.4,4.964,5228.1,0
100.0,0.0,-1.8,1.334,5099.1,0
259.0,0.0,-3.4,0.728,5017.5,0
317.0,0.0,1.4,4.962,5228.1,0
216.0,0.0,1.4,4.864,5228.1,0
173.0,0.0,1.4,4.966,5228.1,0
474.0,0.0,1.4,4.968,5228.1,0
16.0,0.0,1.4,4.959,5228.1,0
148.0,0.0,1.1,4.857,5191.0,0
161.0,0.0,1.4,4.963,5228.1,0
507.0,0.0,1.1,4.857,5191.0,0
231.0,0.0,1.4,4.968,5228.1,0
58.0,0.0,-0.1,4.12,5195.8,0
224.0,0.0,-0.1,4.076,5195.8,0
231.0,0.0,-3.4,0.74,5017.5,0
104.0,0.0,1.4,4.959,5228.1,0
604.0,0.0,-1.7,0.84,4991.6,1
163.0,0.0,1.4,4.962,5228.1,0
213.0,0.0,1.1,4.859,5191.0,0
85.0,0.0,1.4,4.864,5228.1,0
1271.0,0.0,-0.1,4.12,5195.8,1
97.0,0.0,-1.8,1.334,5099.1,0
176.0,0.0,-0.1,4.021,5195.8,0
1173.0,2.0,-1.8,1.244,5099.1,1
36.0,0.0,1.4,4.961,5228.1,0
56.0,0.0,1.4,4.961,5228.1,0
890.0,0.0,1.4,4.962,5228.1,1
20.0,0.0,1.4,4.958,5228.1,0
194.0,1.0,-1.8,1.299,5099.1,0
62.0,0.0,-1.8,1.27,5099.1,0
635.0,1.0,-0.1,4.12,5195.8,0
232.0,2.0,-1.1,0.886,4963.6,1
270.0,0.0,1.1,4.859,5191.0,0
59.0,0.0,-1.8,1.405,5099.1,0
215.0,1.0,-2.9,1.268,5076.2,0
440.0,0.0,1.4,4.957,5228.1,0
112.0,0.0,1.4,4.966,5228.1,0
116.0,0.0,-0.1,4.12,5195.8,0
148.0,0.0,-1.8,1.291,5099.1,0
559.0,0.0,-1.8,0.64,5008.7,1
404.0,1.0,-1.8,1.405,5099.1,1
155.0,0.0,1.4,4.965,5228.1,0
170.0,0.0,-1.7,0.904,4991.6,0
137.0,0.0,1.1,4.855,5191.0,0
214.0,0.0,1.1,4.856,5191.0,0
91.0,2.0,-1.7,0.732,4991.6,0
305.0,2.0,-3.0,0.708,5023.5,1
81.0,0.0,1.4,4.959,5228.1,0
268.0,0.0,1.4,4.962,5228.1,0
314.0,0.0,1.1,4.857,5191.0,0
39.0,0.0,1.4,4.963,5228.1,0
179.0,0.0,-0.1,4.223,5195.8,1
313.0,0.0,1.1,4.858,5191.0,0
234.0,0.0,1.1,4.864,5191.0,0
37.0,0.0,1.4,4.962,5228.1,0
9.0,0.0,-1.8,1.281,5099.1,0
122.0,0.0,-1.8,1.281,5099.1,0
136.0,0.0,1.4,4.963,5228.1,0
168.0,0.0,-1.8,1.259,5099.1,0
172.0,0.0,1.4,4.958,5228.1,0
297.0,1.0,-1.8,1.479,5099.1,0
44.0,0.0,-1.8,1.25,5099.1,0
204.0,2.0,-1.1,0.879,4963.6,1
23.0,0.0,1.4,4.959,5228.1,0
113.0,0.0,1.4,4.963,5228.1,0
262.0,0.0,-1.8,1.423,5099.1,0
102.0,0.0,1.4,4.963,5228.1,0
85.0,0.0,1.4,4.965,5228.1,0
224.0,0.0,1.1,4.856,5191.0,0
56.0,0.0,1.4,4.968,5228.1,0
175.0,0.0,1.4,4.962,5228.1,0
348.0,0.0,1.1,4.856,5191.0,0
165.0,0.0,-1.8,0.682,5008.7,0
228.0,0.0,1.1,4.86,5191.0,0
431.0,0.0,1.1,4.856,5191.0,0
1460.0,0.0,-2.9,1.266,5076.2,1
201.0,0.0,-1.8,1.445,5099.1,0
272.0,0.0,1.1,4.856,5191.0,0
58.0,0.0,-0.1,4.191,5195.8,0
234.0,0.0,-0.1,4.153,5195.8,0
429.0,0.0,-2.9,0.879,5076.2,1
63.0,0.0,-1.8,1.327,5099.1,0
214.0,0.0,1.1,4.855,5191.0,0
152.0,0.0,-1.8,1.25,5099.1,0
136.0,0.0,1.1,4.857,5191.0,0
722.0,0.0,1.4,4.961,5228.1,1
236.0,0.0,-1.8,1.299,5099.1,0
394.0,0.0,1.1,4.856,5191.0,0
18.0,0.0,1.4,4.96,5228.1,0
205.0,0.0,1.1,4.858,5191.0,0
66.0,1.0,-1.8,1.299,5099.1,0
371.0,0.0,-0.1,4.076,5195.8,0
726.0,0.0,1.1,4.859,5191.0,0
142.0,0.0,1.4,4.866,5228.1,0
15.0,0.0,1.4,4.968,5228.1,0
255.0,2.0,-1.1,0.878,4963.6,1
35.0,1.0,-1.8,1.405,5099.1,0
332.0,1.0,-1.8,1.327,5099.1,0
784.0,0.0,1.1,4.855,5191.0,0
239.0,0.0,-1.8,1.25,5099.1,0
267.0,0.0,1.1,4.855,5191.0,0
211.0,0.0,1.4,4.96,5228.1,0
153.0,0.0,1.1,4.864,5191.0,0
272.0,0.0,1.4,4.963,5228.1,0
170.0,0.0,-2.9,1.26,5076.2,0
173.0,0.0,1.4,4.955,5228.1,0
185.0,0.0,1.1,4.857,5191.0,0
59.0,0.0,1.4,4.962,5228.1,0
451.0,0.0,1.4,4.963,5228.1,0
281.0,0.0,1.1,4.858,5191.0,0
298.0,0.0,1.4,4.958,5228.1,0
271.0,1.0,-1.8,1.291,5099.1,0
635.0,0.0,1.4,4.961,5228.1,0
136.0,0.0,1.4,4.963,5228.1,0
378.0,0.0,-0.1,4.153,5195.8,0
439.0,0.0,1.1,4.857,5191.0,0
182.0,0.0,1.1,4.856,5191.0,0
68.0,1.0,-1.8,1.25,5099.1,0
103.0,0.0,-1.8,1.27,5099.1,0
158.0,0.0,-1.8,1.405,5099.1,1
223.0,0.0,1.4,4.963,5228.1,0
356.0,0.0,1.4,4.962,5228.1,0
634.0,0.0,-0.1,4.021,5195.8,0
228.0,0.0,-0.1,4.021,5195.8,0
238.0,0.0,1.4,4.864,5228.1,0
180.0,0.0,1.1,4.856,5191.0,0
41.0,0.0,1.4,4.961,5228.1,0
361.0,1.0,-1.8,1.41,5099.1,0
255.0,0.0,-1.7,0.767,4991.6,0
350.0,0.0,1.4,4.957,5228.1,0
360.0,0.0,1.1,4.859,5191.0,0
65.0,0.0,1.4,4.968,5228.1,0
7.0,0.0,1.4,4.959,5228.1,0
15.0,0.0,1.4,4.963,5228.1,0
115.0,0.0,-1.8,1.266,5099.1,0
185.0,0.0,-1.8,1.445,5099.1,0
237.0,0.0,1.4,4.866,5228.1,0
683.0,0.0,1.4,4.968,5228.1,0
294.0,0.0,1.4,4.957,5228.1,0
127.0,0.0,1.4,4.962,5228.1,0
104.0,1.0,-1.8,1.423,5099.1,0
798.0,0.0,-1.8,1.327,5099.1,1
278.0,0.0,1.4,4.957,5228.1,1
803.0,0.0,1.4,4.962,5228.1,0
45.0,0.0,-1.8,1.25,5099.1,0
408.0,0.0,1.1,4.858,5191.0,0
17.0,0.0,1.1,4.859,5191.0,0
170.0,0.0,1.4,4.966,5228.1,0
673.0,0.0,-1.8,1.291,5099.1,0
89.0,0.0,1.4,4.864,5228.1,0
39.0,0.0,1.4,4.964,5228.1,0
86.0,1.0,-0.1,4.021,5195.8,0
166.0,0.0,1.4,4.963,5228.1,0
310.0,0.0,1.1,4.857,5191.0,0
138.0,0.0,1.1,4.857,5191.0,0
128.0,0.0,1.4,4.963,5228.1,0
220.0,0.0,-0.1,4.076,5195.8,0
191.0,0.0,1.4,4.964,5228.1,0
241.0,0.0,1.1,4.86,5191.0,0
133.0,0.0,1.1,4.857,5191.0,0
481.0,0.0,1.4,4.963,5228.1,0
161.0,0.0,1.4,4.962,5228.1,0
70.0,0.0,1.4,4.963,5228.1,0
102.0,1.0,-1.8,1.25,5099.1,0
165.0,0.0,1.1,4.859,5191.0,0
228.0,0.0,1.1,4.857,5191.0,0
135.0,0.0,-3.4,0.735,5017.5,1
1026.0,0.0,1.1,4.86,5191.0,0
472.0,0.0,-1.8,1.41,5099.1,0
66.0,0.0,1.4,4.963,5228.1,0
371.0,0.0,1.4,4.961,5228.1,0
264.0,0.0,1.1,4.859,5191.0,0
54.0,0.0,1.4,4.962,5228.1,0
138.0,2.0,-1.7,0.884,4991.6,1
662.0,2.0,-1.8,1.313,5099.1,1
231.0,0.0,1.4,4.957,5228.1,0
100.0,0.0,1.4,4.963,5228.1,0
187.0,0.0,1.4,4.963,5228.1,0
369.0,0.0,1.1,4.857,5191.0,0
283.0,0.0,-1.8,1.41,5099.1,0
14.0,0.0,1.4,4.959,5228.1,0
181.0,0.0,1.1,4.856,5191.0,0
120.0,0.0,1.4,4.965,5228.1,0
134.0,0.0,1.4,4.958,5228.1,0
74.0,0.0,-2.9,1.262,5076.2,0
410.0,0.0,-1.8,1.266,5099.1,0
102.0,0.0,-1.8,1.327,5099.1,0
155.0,0.0,1.4,4.958,5228.1,0
763.0,0.0,-1.8,1.313,5099.1,0
255.0,0.0,1.1,4.859,5191.0,0
587.0,0.0,1.4,4.962,5228.1,0
344.0,0.0,1.1,4.857,5191.0,0
454.0,0.0,1.1,4.857,5191.0,0
281.0,0.0,1.1,4.856,5191.0,0
198.0,0.0,1.1,4.857,5191.0,0
238.0,0.0,1.4,4.962,5228.1,0
94.0,0.0,-1.8,1.405,5099.1,1
145.0,0.0,1.4,4.96,5228.1,0
111.0,0.0,1.4,4.957,5228.1,0
20.0,0.0,1.1,4.856,5191.0,0
197.0,1.0,-1.8,1.25,5099.1,0
419.0,0.0,-0.1,4.12,5195.8,0
80.0,0.0,1.1,4.86,5191.0,0
13.0,0.0,1.4,4.864,5228.1,0
185.0,0.0,1.4,4.865,5228.1,0
588.0,0.0,1.1,4.859,5191.0,0
127.0,0.0,1.4,4.964,5228.1,0
246.0,0.0,1.1,4.856,5191.0,0
165.0,0.0,-1.8,1.41,5099.1,0
82.0,0.0,-1.8,1.291,5099.1,0
130.0,0.0,-3.4,0.74,5017.5,0
56.0,0.0,1.4,4.965,5228.1,0
139.0,0.0,-0.1,4.153,5195.8,0
67.0,0.0,1.1,4.856,5191.0,0
173.0,0.0,-1.8,1.466,5099.1,0
230.0,0.0,1.1,4.857,5191.0,0
95.0,1.0,-1.7,0.894,4991.6,0
134.0,0.0,1.1,4.858,5191.0,0
81.0,0.0,1.4,4.962,5228.1,0
580.0,0.0,1.1,4.857,5191.0,0
314.0,0.0,1.4,4.968,5228.1,0
197.0,0.0,1.1,4.857,5191.0,0
121.0,0.0,1.4,4.964,5228.1,0
324.0,2.0,-1.1,1.032,4963.6,0
133.0,1.0,-1.8,1.244,5099.1,0
460.0,0.0,1.4,4.962,5228.1,0
55.0,0.0,1.4,4.963,5228.1,0
49.0,1.0,-0.1,4.12,5195.8,0
258.0,0.0,-0.1,4.076,5195.8,0
89.0,0.0,1.4,4.965,5228.1,0
253.0,0.0,1.1,4.857,5191.0,0
31.0,1.0,-1.8,1.25,5099.1,0
291.0,0.0,1.1,4.86,5191.0,0
68.0,0.0,-1.8,1.25,5099.1,0
437.0,0.0,-1.8,1.266,5099.1,0
130.0,0.0,-2.9,0.881,5076.2,1
136.0,0.0,1.4,4.865,5228.1,0
111.0,0.0,-0.1,4.021,5195.8,0
192.0,0.0,1.4,4.96,5228.1,0
173.0,0.0,1.1,4.856,5191.0,0
80.0,0.0,-1.8,1.266,5099.1,0
361.0,0.0,1.4,4.865,5228.1,0
1041.0,0.0,1.4,4.963,5228.1,1
114.0,0.0,1.4,4.966,5228.1,0
593.0,0.0,1.4,4.964,5228.1,1
50.0,0.0,-1.8,1.299,5099.1,0
463.0,0.0,-1.8,1.291,5099.1,0
308.0,0.0,-0.1,4.12,5195.8,0
99.0,0.0,-0.1,4.076,5195.8,0
219.0,0.0,1.1,4.855,5191.0,0
239.0,0.0,-1.8,1.344,5099.1,0
213.0,0.0,1.1,4.856,5191.0,0
160.0,0.0,1.4,4.968,5228.1,0
801.0,1.0,-1.8,1.244,5099.1,1
119.0,0.0,-1.8,1.244,5099.1,0
161.0,0.0,1.4,4.967,5228.1,0
109.0,0.0,1.4,4.958,5228.1,0
178.0,0.0,1.1,4.859,5191.0,0
128.0,0.0,1.4,4.961,5228.1,0
332.0,0.0,-1.8,1.415,5099.1,0
194.0,0.0,1.4,4.964,5228.1,0
102.0,0.0,1.1,4.855,5191.0,0
228.0,1.0,-1.8,1.405,5099.1,0
171.0,0.0,1.4,4.957,5228.1,0
520.0,2.0,-1.8,1.354,5099.1,0
516.0,1.0,-1.8,1.291,5099.1,0
216.0,1.0,-3.4,0.742,5017.5,1
536.0,0.0,1.4,4.968,5228.1,0
47.0,0.0,1.4,4.961,5228.1,0
114.0,0.0,1.4,4.964,5228.1,0
34.0,1.0,-0.1,4.153,5195.8,0
763.0,0.0,1.1,4.864,5191.0,1
132.0,0.0,-1.8,1.313,5099.1,0
159.0,0.0,1.4,4.968,5228.1,0
94.0,0.0,1.4,4.962,5228.1,0
18.0,0.0,1.4,4.962,5228.1,0
273.0,0.0,1.4,4.964,5228.1,0
158.0,0.0,-1.8,0.642,5008.7,1
107.0,0.0,-2.9,1.262,5076.2,1
112.0,0.0,-1.8,1.266,5099.1,0
195.0,0.0,1.1,4.857,5191.0,0
217.0,0.0,1.1,4.856,5191.0,0
95.0,0.0,-1.8,1.25,5099.1,0
267.0,1.0,-1.8,1.405,5099.1,0
253.0,0.0,-1.8,1.266,5099.1,1
299.0,0.0,-0.1,4.021,5195.8,0
181.0,0.0,1.1,4.857,5191.0,0
529.0,0.0,1.1,4.859,5191.0,0
116.0,0.0,-1.8,0.682,5008.7,0
140.0,0.0,1.4,4.96,5228.1,0
73.0,0.0,-1.8,1.244,5099.1,0
1602.0,0.0,-1.8,1.354,5099.1,1
214.0,0.0,1.1,4.857,5191.0,0
424.0,0.0,-1.8,1.313,5099.1,0
17.0,0.0,-1.8,1.291,5099.1,0
446.0,0.0,1.1,4.856,5191.0,0
1064.0,2.0,-1.7,0.904,4991.6,1
547.0,0.0,-0.1,4.076,5195.8,0
136.0,0.0,1.4,4.965,5228.1,0
43.0,1.0,-1.8,1.25,5099.1,0
467.0,0.0,1.4,4.967,5228.1,0
194.0,0.0,1.4,4.961,5228.1,0
1669.0,0.0,1.4,4.962,5228.1,1
304.0,0.0,-1.8,1.334,5099.1,0
58.0,0.0,1.1,4.857,5191.0,0
392.0,0.0,-1.8,0.701,5008.7,1
464.0,1.0,-3.4,0.716,5017.5,1
623.0,0.0,-1.8,1.344,5099.1,0
104.0,1.0,-0.1,4.076,5195.8,0
57.0,0.0,1.1,4.857,5191.0,0
148.0,0.0,1.1,4.857,5191.0,0
220.0,1.0,-1.8,1.244,5099.1,0
125.0,0.0,1.4,4.963,5228.1,0
53.0,0.0,1.4,4.961,5228.1,0
97.0,0.0,-3.4,0.733,5017.5,1
184.0,0.0,1.4,4.962,5228.1,0
189.0,0.0,1.4,4.963,5228.1,0
308.0,0.0,-1.8,1.423,5099.1,0
313.0,0.0,1.4,4.962,5228.1,0
154.0,0.0,1.4,4.958,5228.1,0
1628.0,2.0,-3.4,0.719,5017.5,1
952.0,0.0,1.4,4.961,5228.1,1
25.0,0.0,-1.8,1.291,5099.1,0
104.0,0.0,1.4,4.963,5228.1,0
322.0,0.0,-0.1,4.076,5195.8,0
279.0,0.0,1.1,4.855,5191.0,0
265.0,0.0,1.1,4.856,5191.0,0
901.0,0.0,1.4,4.962,5228.1,1
408.0,0.0,-0.1,4.021,5195.8,0
577.0,0.0,-1.8,1.244,5099.1,0
83.0,0.0,1.4,4.962,5228.1,0
57.0,0.0,1.4,4.968,5228.1,0
14.0,0.0,-1.8,1.266,5099.1,0
222.0,0.0,1.4,4.965,5228.1,0
232.0,0.0,1.1,4.859,5191.0,0
51.0,0.0,1.4,4.968,5228.1,0
766.0,0.0,1.4,4.962,5228.1,1
304.0,0.0,1.1,4.858,5191.0,0
86.0,0.0,1.4,4.963,5228.1,0
104.0,0.0,1.4,4.965,5228.1,0
104.0,0.0,1.4,4.96,5228.1,0
151.0,0.0,-0.1,4.12,5195.8,0
67.0,0.0,1.4,4.963,5228.1,0
223.0,0.0,-1.8,1.291,5099.1,0
156.0,0.0,-1.8,1.405,5099.1,0
305.0,0.0,-2.9,0.884,5076.2,1
498.0,0.0,-1.8,1.299,5099.1,0
116.0,0.0,1.4,4.963,5228.1,0
92.0,0.0,1.4,4.961,5228.1,0
17.0,0.0,1.4,4.962,5228.1,0
225.0,1.0,-1.8,1.327,5099.1,0
143.0,0.0,-1.8,1.799,5099.1,1
144.0,0.0,1.1,4.855,5191.0,0
67.0,1.0,-1.8,1.281,5099.1,0
183.0,0.0,1.4,4.96,5228.1,0
11.0,0.0,-1.8,1.327,5099.1,0
232.0,0.0,-1.8,1.327,5099.1,0
163.0,1.0,-0.1,4.021,5195.8,0
578.0,0.0,-0.1,4.12,5195.8,0
201.0,0.0,1.4,4.968,5228.1,0
224.0,0.0,-1.1,1.044,4963.6,1
427.0,0.0,1.1,4.857,5191.0,0
513.0,1.0,-1.8,1.281,5099.1,0
136.0,0.0,1.4,4.963,5228.1,0
104.0,0.0,-0.1,4.191,5195.8,0
291.0,0.0,-1.8,1.291,5099.1,0
116.0,0.0,1.4,4.96,5228.1,0
182.0,0.0,1.4,4.962,5228.1,0
779.0,0.0,1.4,4.963,5228.1,0
112.0,0.0,1.4,4.961,5228.1,0
189.0,1.0,-1.8,1.266,5099.1,0
98.0,0.0,1.1,4.857,5191.0,0
361.0,0.0,1.1,4.857,5191.0,0
174.0,2.0,-1.8,0.639,5008.7,1
69.0,0.0,-1.8,1.365,5099.1,0
25.0,0.0,1.1,4.857,5191.0,0
593.0,0.0,1.4,4.962,5228.1,0
134.0,0.0,1.4,4.958,5228.1,0
87.0,0.0,1.4,4.96,5228.1,0
21.0,0.0,1.4,4.968,5228.1,0
145.0,0.0,-1.8,1.405,5099.1,0
38.0,0.0,1.1,4.864,5191.0,0
85.0,0.0,1.1,4.86,5191.0,0
476.0,0.0,1.4,4.963,5228.1,0
122.0,0.0,1.4,4.963,5228.1,0
523.0,0.0,1.4,4.962,5228.1,0
255.0,0.0,1.1,4.857,5191.0,0
78.0,0.0,1.4,4.866,5228.1,0
341.0,0.0,1.4,4.963,5228.1,0
43.0,1.0,-1.8,1.327,5099.1,0
125.0,0.0,-1.8,1.405,5099.1,0
56.0,0.0,1.4,4.961,5228.1,0
83.0,0.0,1.4,4.964,5228.1,0
160.0,0.0,1.4,4.961,5228.1,0
58.0,0.0,1.4,4.963,5228.1,0
87.0,1.0,-1.8,1.334,5099.1,0
257.0,0.0,-3.4,0.715,5017.5,0
24.0,0.0,1.4,4.968,5228.1,0
98.0,0.0,1.4,4.959,5228.1,0
1075.0,0.0,1.4,4.865,5228.1,0
79.0,0.0,1.4,4.963,5228.1,0
63.0,0.0,-1.8,1.354,5099.1,0
446.0,0.0,1.4,4.962,5228.1,0
104.0,1.0,-1.8,1.365,5099.1,0
140.0,1.0,-0.1,4.153,5195.8,0
78.0,2.0,-1.8,1.354,5099.1,0
660.0,2.0,-1.7,0.761,4991.6,1
152.0,0.0,1.1,4.857,5191.0,0
57.0,0.0,1.4,4.965,5228.1,0
69.0,0.0,-1.8,1.344,5099.1,0
41.0,0.0,1.1,4.856,5191.0,0
157.0,0.0,1.4,4.963,5228.1,0
27.0,0.0,1.4,4.866,5228.1,0
180.0,0.0,1.1,4.859,5191.0,0
342.0,0.0,1.1,4.855,5191.0,0
109.0,1.0,-2.9,0.861,5076.2,0
46.0,0.0,1.4,4.966,5228.1,0
555.0,0.0,1.4,4.965,5228.1,1
177.0,0.0,-1.8,1.327,5099.1,0
493.0,0.0,-0.1,4.153,5195.8,0
73.0,0.0,1.1,4.859,5191.0,0
187.0,0.0,1.1,4.86,5191.0,0
774.0,1.0,-1.8,1.365,5099.1,1
775.0,1.0,-3.4,0.715,5017.5,1
142.0,0.0,1.4,4.865,5228.1,0
117.0,0.0,1.1,4.86,5191.0,0
83.0,0.0,1.4,4.957,5228.1,0
174.0,0.0,1.4,4.961,5228.1,0
114.0,2.0,-3.4,0.728,5017.5,0
109.0,0.0,-0.1,4.153,5195.8,0
180.0,0.0,1.1,4.856,5191.0,0
169.0,0.0,1.4,4.965,5228.1,0
114.0,0.0,1.4,4.962,5228.1,0
353.0,0.0,-0.1,4.191,5195.8,0
151.0,0.0,1.1,4.857,5191.0,0
95.0,0.0,1.4,4.96,5228.1,0
122.0,0.0,1.4,4.961,5228.1,0
108.0,0.0,-0.1,4.191,5195.8,0
606.0,2.0,-1.1,0.88,4963.6,1
92.0,0.0,1.4,4.957,5228.1,0
169.0,0.0,-1.8,1.405,5099.1,0
435.0,0.0,1.4,4.962,5228.1,0
524.0,0.0,1.4,4.864,5228.1,1
127.0,1.0,-1.8,1.299,5099.1,0
146.0,0.0,-1.8,1.299,5099.1,0
61.0,0.0,-0.1,4.153,5195.8,0
187.0,0.0,-3.4,0.716,5017.5,0
93.0,0.0,-0.1,4.076,5195.8,0
159.0,0.0,1.4,4.965,5228.1,0
553.0,0.0,1.4,4.968,5228.1,1
220.0,0.0,1.1,4.857,5191.0,0
230.0,0.0,1.1,4.859,5191.0,0
183.0,0.0,1.4,4.957,5228.1,0
278.0,1.0,-1.8,1.291,5099.1,0
137.0,0.0,-3.0,0.715,5023.5,0
539.0,0.0,-2.9,1.26,5076.2,1
143.0,0.0,-1.7,0.881,4991.6,1
168.0,0.0,-1.8,1.334,5099.1,0
176.0,0.0,1.4,4.965,5228.1,0
392.0,0.0,1.4,4.962,5228.1,0
313.0,0.0,1.1,4.857,5191.0,0
227.0,0.0,1.4,4.866,5228.1,0
140.0,0.0,1.1,4.857,5191.0,0
920.0,0.0,1.4,4.865,5228.1,0
114.0,0.0,-1.8,1.25,5099.1,0
86.0,0.0,-0.1,4.153,5195.8,0
634.0,0.0,-1.8,0.644,5008.7,1
275.0,0.0,1.1,4.857,5191.0,0
30.0,0.0,-1.8,1.244,5099.1,0
190.0,0.0,-1.1,0.879,4963.6,1
545.0,0.0,1.4,4.963,5228.1,0
659.0,0.0,1.4,4.963,5228.1,0
613.0,0.0,1.4,4.963,5228.1,0
1162.0,0.0,1.4,4.961,5228.1,0
481.0,0.0,1.4,4.961,5228.1,0
102.0,0.0,1.4,4.964,5228.1,0
544.0,0.0,-1.7,0.713,4991.6,0
235.0,0.0,1.4,4.96,5228.1,0
107.0,0.0,1.4,4.962,5228.1,0
52.0,0.0,1.4,4.967,5228.1,0
185.0,0.0,1.4,4.962,5228.1,0
